source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,source_name_eng,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
NAK21,0,None,ncsp,Lüli fenestratsioon või mulgustamine; lülisamba tserviko-torakaalosa,Fenestration or forage of vertebra; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK22,0,None,ncsp,Lüli fenestratsioon või mulgustamine; lülisamba torakaalosa,Fenestration or forage of vertebra; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK23,0,None,ncsp,Lüli fenestratsioon või mulgustamine; lülisamba torakolumbaalosa,Fenestration or forage of vertebra; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK24,0,None,ncsp,Lüli fenestratsioon või mulgustamine; lülisamba lumbaalosa,Fenestration or forage of vertebra; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK25,0,None,ncsp,Lüli fenestratsioon või mulgustamine; lülisamba tserviko-torako-lumbaalosa,Fenestration or forage of vertebra; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK26,0,None,ncsp,Lüli fenestratsioon või mulgustamine; lülisamba lumbosakraalosa,Fenestration or forage of vertebra; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK29,0,None,ncsp,Lüli fenestratsioon või mulgustamine; määratlemata,Osteotomy of spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK30,0,None,ncsp,Lülitsüsti dreenimine või ekskohleatsioon; lülisamba tservikaalosa,Curettage of cyst of vertebra; cervical spine,Osteotomy of vertebra,302482008,4119995,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NAK31,0,None,ncsp,Lülitsüsti dreenimine või ekskohleatsioon; lülisamba tserviko-torakaalosa,Curettage of cyst of vertebra; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK32,0,None,ncsp,Lülitsüsti dreenimine või ekskohleatsioon; lülisamba torakaalosa,Curettage of cyst of vertebra; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK33,0,None,ncsp,Lülitsüsti dreenimine või ekskohleatsioon; lülisamba torakolumbaalosa,Curettage of cyst of vertebra; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK34,0,None,ncsp,Lülitsüsti dreenimine või ekskohleatsioon; lülisamba lumbaalosa,Curettage of cyst of vertebra; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK35,0,None,ncsp,Lülitsüsti dreenimine või ekskohleatsioon; lülisamba tserviko-torako-lumbaalosa,Curettage of cyst of vertebra; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK36,0,None,ncsp,Lülitsüsti dreenimine või ekskohleatsioon; lülisamba lumbosakraalosa,Curettage of cyst of vertebra; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK39,0,None,ncsp,Lülitsüsti dreenimine või ekskohleatsioon; määratlemata,Curettage of cyst of vertebra; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK40,0,None,ncsp,Vertebroplastika; lülisamba tservikaalosa,Vertebroplasty; cervical spine,Vertebroplasty,401226007,4268439,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NAK41,0,None,ncsp,Vertebroplastika; lülisamba tserviko-torakaalosa,Vertebroplasty; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK42,0,None,ncsp,Vertebroplastika; lülisamba torakaalosa,Vertebroplasty; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK43,0,None,ncsp,Vertebroplastika; lülisamba torakolumbaalosa,Vertebroplasty; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK44,0,None,ncsp,Vertebroplastika; lülisamba lumbaalosa,Vertebroplasty;lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK45,0,None,ncsp,Vertebroplastika; lülisamba tserviko-torako-lumbaalosa,Vertebroplasty;  cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK46,0,None,ncsp,Vertebroplastika; lülisamba lumbosakraalosa,Vertebroplasty; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK49,0,None,ncsp,Vertebroplastika; määratlemata,Vertebroplasty; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK90,0,None,ncsp,Muu operatsioon lülil; lülisamba tservikaalosa,Other operation on vertebra; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK91,0,None,ncsp,Muu operatsioon lülil; lülisamba tserviko-torakaalosa,Other operation on vertebra; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK92,0,None,ncsp,Muu operatsioon lülil; lülisamba torakaalosa,Other operation on vertebra; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK93,0,None,ncsp,Muu operatsioon lülil; lülisamba torakolumbaalosa,Other operation on vertebra; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK94,0,None,ncsp,Muu operatsioon lülil; lülisamba lumbaalosa,Other operation on vertebra; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK95,0,None,ncsp,Muu operatsioon lülil; lülisamba tserviko-torako-lumbaalosa,Other operation on vertebra; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK96,0,None,ncsp,Muu operatsioon lülil; lülisamba lumbosakraalosa,Other operation on vertebra; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAK99,0,None,ncsp,Muu operatsioon lülil; määratlemata,Other operation on vertebra; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAL09,0,None,ncsp,Lülisamba või kaela lihase vabastamine,Freeing of muscle of spine or neck,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAL19,0,None,ncsp,Lülisamba või kaela lihase suturatsioon või plastiline korrektsioon,Suture or plastic repair of muscle of spine or neck,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAL29,0,None,ncsp,Lülisamba või kaela lihase transpositsioon,Transposition of muscle of spine or neck,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAL39,0,None,ncsp,Lülisamba või kaela lihase müotoomia või tenotoomia,Myotomy or tenotomy of spine or neck,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAL79,0,None,ncsp,Lülisamba või kaela lihase või kõõluse ektsisioon,Excision of muscle or tendon of spine or neck,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAL99,0,None,ncsp,Muu operatsioon lülisamba või kaela lihasel või kõõlusel,Other operation on muscle or tendon of spine or neck,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAM09,0,None,ncsp,Lülisamba või kaela fastsiotoomia,Fasciotomy of spine or neck,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAM19,0,None,ncsp,Lülisamba või kaela fastsia osaline või täielik ekstsisioon,Partial or total excision of fascia of spine or neck,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAM29,0,None,ncsp,Lülisamba või kaela fastsia suturatsioon,Suture of fascia of spine or neck,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAM39,0,None,ncsp,Lülisamba või kaela sünoviaalganglioni ekstsisioon,Excision of synovial ganglion of spine or neck,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAM79,0,None,ncsp,Lülisamba või kaela limapauna ekstsisioon,Excision of bursa of spine or neck,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAM99,0,None,ncsp,"Muu operatsioon lülisamba või kaela fastsial, ganglionil või limapaunal","Other operation on fascia, ganglion or bursa of spine or neck",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN00,0,None,ncsp,Luu autotransplantaat lülisambale; lülisamba tservikaalosa,Autograft of bone in spine; cervical spine,Autogenous bone graft,116371009,4020472,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NAN01,0,None,ncsp,Luu autotransplantaat lülisambale; lülisamba tserviko-torakaalosa,Autograft of bone in spine; cervico-thoracic spine,Autogenous bone graft,116371009,4020472,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NAN02,0,None,ncsp,Luu autotransplantaat lülisambale; lülisamba torakaalosa,Autograft of bone in spine; thoracic spine,Autogenous bone graft,116371009,4020472,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NAN03,0,None,ncsp,Luu autotransplantaat lülisambale; lülisamba torakolumbaalosa,Autograft of bone in spine; thoraco-lumbar spine,Autogenous bone graft,116371009,4020472,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NAN04,0,None,ncsp,Luu autotransplantaat lülisambale; lülisamba lumbaalosa,Autograft of bone in spine; lumbar spine,Autogenous bone graft,116371009,4020472,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NAN05,0,None,ncsp,Luu autotransplantaat lülisambale; lülisamba tserviko-torako-lumbaalosa,Autograft of bone in spine; cervico-thoraco-lumbar spine,Autogenous bone graft,116371009,4020472,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NAN06,0,None,ncsp,Luu autotransplantaat lülisambale; lülisamba lumbosakraalosa,Autograft of bone in spine; lumbo-sacral spine,Autogenous bone graft,116371009,4020472,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NAN09,0,None,ncsp,Luu autotransplantaat lülisambale; määratlemata,Autograft of bone in spine; unspecified,Autogenous bone graft,116371009,4020472,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NAN10,0,None,ncsp,Luu allotransplantaat lülisambale; lülisamba tservikaalosa,Allograft of bone in spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN11,0,None,ncsp,Luu allotransplantaat lülisambale; lülisamba tserviko-torakaalosa,Allograft of bone in spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN12,0,None,ncsp,Luu allotransplantaat lülisambale; lülisamba torakaalosa,Allograft of bone in spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN13,0,None,ncsp,Luu allotransplantaat lülisambale; lülisamba torakolumbaalosa,Allograft of bone in spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN14,0,None,ncsp,Luu allotransplantaat lülisambale; lülisamba lumbaalosa,Allograft of bone in spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN15,0,None,ncsp,Luu allotransplantaat lülisambale; lülisamba tserviko-torako-lumbaalosa,Allograft of bone in spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN16,0,None,ncsp,Luu allotransplantaat lülisambale; lülisamba lumbosakraalosa,Allograft of bone in spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN19,0,None,ncsp,Luu allotransplantaat lülisambale; määratlemata,Allograft of bone in spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN20,0,None,ncsp,Luu ksenotransplantaat lülisambale; lülisamba tservikaalosa,Xenograft of bone in spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN21,0,None,ncsp,Luu ksenotransplantaat lülisambale; lülisamba tserviko-torakaalosa,Xenograft of bone in spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN22,0,None,ncsp,Luu ksenotransplantaat lülisambale; lülisamba torakaalosa,Xenograft of bone in spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN23,0,None,ncsp,Luu ksenotransplantaat lülisambale; lülisamba torakolumbaalosa,Xenograft of bone in spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN24,0,None,ncsp,Luu ksenotransplantaat lülisambale; lülisamba lumbaalosa,Xenograft of bone in spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN25,0,None,ncsp,Luu ksenotransplantaat lülisambale; lülisamba tserviko-torako-lumbaalosa,Xenograft of bone in spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN26,0,None,ncsp,Luu ksenotransplantaat lülisambale; lülisamba lumbosakraalosa,Xenograft of bone in spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN29,0,None,ncsp,Luu ksenotransplantaat lülisambale; määratlemata,Xenograft of bone in spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN40,0,None,ncsp,"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba tservikaalosa","Transplantation of cartilage, periosteum or fascia in spine; cervical spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN41,0,None,ncsp,"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba tserviko-torakaalosa","Transplantation of cartilage, periosteum or fascia in spine; cervico-thoracic spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN42,0,None,ncsp,"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba torakaalosa","Transplantation of cartilage, periosteum or fascia in spine; thoracic spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN43,0,None,ncsp,"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba torakolumbaalosa","Transplantation of cartilage, periosteum or fascia in spine; thoraco-lumbar spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN44,0,None,ncsp,"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba lumbaalosa","Transplantation of cartilage, periosteum or fascia in spine; lumbar spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN45,0,None,ncsp,"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba tserviko-torako-lumbaalosa","Transplantation of cartilage, periosteum or fascia in spine; cervico-thoraco-lumbar spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN46,0,None,ncsp,"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba lumbosakraalosa","Transplantation of cartilage, periosteum or fascia in spine; lumbo-sacral spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN49,0,None,ncsp,"Kõhre, periosti või fastsia transplantatsioon lülisambale; määratlemata","Transplantation of cartilage, periosteum or fascia in spine; unspecified",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN90,0,None,ncsp,Muu transplantatsioon lülisambale; lülisamba tservikaalosa,Other transplantation in spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN91,0,None,ncsp,Muu transplantatsioon lülisambale; lülisamba tserviko-torakaalosa,Other transplantation in spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN92,0,None,ncsp,Muu transplantatsioon lülisambale; lülisamba torakaalosa,Other transplantation in spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN93,0,None,ncsp,Muu transplantatsioon lülisambale; lülisamba torakolumbaalosa,Other transplantation in spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN94,0,None,ncsp,Muu transplantatsioon lülisambale; lülisamba lumbaalosa,Other transplantation in spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN95,0,None,ncsp,Muu transplantatsioon lülisambale; lülisamba tserviko-torako-lumbaalosa,Other transplantation in spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN96,0,None,ncsp,Muu transplantatsioon lülisambale; lülisamba lumbosakraalosa,Other transplantation in spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAN99,0,None,ncsp,Muu transplantatsioon lülisambale; määratlemata,Other transplantation in spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR00,0,None,ncsp,Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba tservikaalosa,Incomplete excision of soft tissue tumour of spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR01,0,None,ncsp,Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba tserviko-torakaalosa,Incomplete excision of soft tissue tumour of spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR02,0,None,ncsp,Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba torakaalosa,Incomplete excision of soft tissue tumour of spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR03,0,None,ncsp,Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba torakolumbaalosa,Incomplete excision of soft tissue tumour of spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR04,0,None,ncsp,Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba lumbaalosa,Incomplete excision of soft tissue tumour of spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR05,0,None,ncsp,Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba tserviko-torako-lumbaalosa,Incomplete excision of soft tissue tumour of spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR06,0,None,ncsp,Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba lumbosakraalosa,Incomplete excision of soft tissue tumour of spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR09,0,None,ncsp,Lülisamba pehme koe tuumori mittetäielik ekstsisioon; määratlemata,Incomplete excision of soft tissue tumour of spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR10,0,None,ncsp,Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba tservikaalosa,Complete excision of soft tissue tumour of spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR11,0,None,ncsp,Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba tserviko-torakaalosa,Complete excision of soft tissue tumour of spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR12,0,None,ncsp,Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba torakaalosa,Complete excision of soft tissue tumour of spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR13,0,None,ncsp,Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba torakolumbaalosa,Complete excision of soft tissue tumour of spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR14,0,None,ncsp,Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba lumbaalosa,Complete excision of soft tissue tumour of spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR15,0,None,ncsp,Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba tserviko-torako-lumbaalosa,Complete excision of soft tissue tumour of spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR16,0,None,ncsp,Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba lumbosakraalosa,Complete excision of soft tissue tumour of spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR19,0,None,ncsp,Lülisamba pehme koe tuumori täielik ekstsisioon; määratlemata,Complete excision of soft tissue tumour of spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR20,0,None,ncsp,Lülisamba pehme koe tuumori laiendatud ekstsisioon; lülisamba tservikaalosa,Extended excision of soft tissue tumour of spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR21,0,None,ncsp,Lülisamba pehme koe tuumori laiendatud ekstsisioon; lülisamba tserviko-torakaalosa,Extended excision of soft tissue tumour of spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR22,0,None,ncsp,Lülisamba pehme koe tuumori laiendatud ekstsisioon; lülisamba torakaalosa,Extended excision of soft tissue tumour of spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR23,0,None,ncsp,Lülisamba pehme koe tuumori laiendatud ekstsisioon; lülisamba torakolumbaalosa,Extended excision of soft tissue tumour of spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR24,0,None,ncsp,Lülisamba pehme koe tuumori laiendatud ekstsisioon; lülisamba lumbaalosa,Extended excision of soft tissue tumour of spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR25,0,None,ncsp,Lülisamba pehme koe tuumori laiendatud ekstsisioon; lülisamba tserviko-torako-lumbaalosa,Extended excision of soft tissue tumour of spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR26,0,None,ncsp,Lülisamba pehme koe tuumori laiendatud ekstsisioon; lülisamba lumbosakraalosa,Extended excision of soft tissue tumour of spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR29,0,None,ncsp,Lülisamba pehme koe tuumori laiendatud ekstsisioon; määratlemata,Extended excision of soft tissue tumour of spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR30,0,None,ncsp,Lülisamba pehme koe tuumori plokk-ekstsisioon; lülisamba tservikaalosa,Block excision of soft tissue tumour of spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR31,0,None,ncsp,Lülisamba pehme koe tuumori plokk-ekstsisioon; lülisamba tserviko-torakaalosa,Block excision of soft tissue tumour of spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR32,0,None,ncsp,Lülisamba pehme koe tuumori plokk-ekstsisioon; lülisamba torakaalosa,Block excision of soft tissue tumour of spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR33,0,None,ncsp,Lülisamba pehme koe tuumori plokk-ekstsisioon; lülisamba torakolumbaalosa,Block excision of soft tissue tumour of spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR34,0,None,ncsp,Lülisamba pehme koe tuumori plokk-ekstsisioon; lülisamba lumbaalosa,Block excision of soft tissue tumour of spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR35,0,None,ncsp,Lülisamba pehme koe tuumori plokk-ekstsisioon; lülisamba tserviko-torako-lumbaalosa,Block excision of soft tissue tumour of spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR36,0,None,ncsp,Lülisamba pehme koe tuumori plokk-ekstsisioon; lülisamba lumbosakraalosa,Block excision of soft tissue tumour of spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR39,0,None,ncsp,Lülisamba pehme koe tuumori plokk-ekstsisioon; määratlemata,Block excision of soft tissue tumour of spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR40,0,None,ncsp,Lülisamba luu- või kõhretuumori mittetäielik ekstsisioon; lülisamba tservikaalosa,Incomplete excision of tumour of bone or cartilage of spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR41,0,None,ncsp,Lülisamba luu- või kõhretuumori mittetäielik ekstsisioon; lülisamba tserviko-torakaalosa,Incomplete excision of tumour of bone or cartilage of spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR42,0,None,ncsp,Lülisamba luu- või kõhretuumori mittetäielik ekstsisioon; lülisamba torakaalosa,Incomplete excision of tumour of bone or cartilage of spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR43,0,None,ncsp,Lülisamba luu- või kõhretuumori mittetäielik ekstsisioon; lülisamba torakolumbaalosa,Incomplete excision of tumour of bone or cartilage of spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR44,0,None,ncsp,Lülisamba luu- või kõhretuumori mittetäielik ekstsisioon; lülisamba lumbaalosa,Incomplete excision of tumour of bone or cartilage of spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR45,0,None,ncsp,Lülisamba luu- või kõhretuumori mittetäielik ekstsisioon; lülisamba tserviko-torako-lumbaalosa,Incomplete excision of tumour of bone or cartilage of spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR46,0,None,ncsp,Lülisamba luu- või kõhretuumori mittetäielik ekstsisioon; lülisamba lumbosakraalosa,Incomplete excision of tumour of bone or cartilage of spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR49,0,None,ncsp,Lülisamba luu- või kõhretuumori mittetäielik ekstsisioon; määratlemata,Incomplete excision of tumour of bone or cartilage of spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR50,0,None,ncsp,Lülisamba luu- või kõhretuumori täielik ekstsisioon; lülisamba tservikaalosa,Complete excision of tumour of bone or cartilage of spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR51,0,None,ncsp,Lülisamba luu- või kõhretuumori täielik ekstsisioon; lülisamba tserviko-torakaalosa,Complete excision of tumour of bone or cartilage of spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR52,0,None,ncsp,Lülisamba luu- või kõhretuumori täielik ekstsisioon; lülisamba torakaalosa,Complete excision of tumour of bone or cartilage of spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR53,0,None,ncsp,Lülisamba luu- või kõhretuumori täielik ekstsisioon; lülisamba torakolumbaalosa,Complete excision of tumour of bone or cartilage of spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR54,0,None,ncsp,Lülisamba luu- või kõhretuumori täielik ekstsisioon; lülisamba lumbaalosa,Complete excision of tumour of bone or cartilage of spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR55,0,None,ncsp,Lülisamba luu- või kõhretuumori täielik ekstsisioon; lülisamba tserviko-torako-lumbaalosa,Complete excision of tumour of bone or cartilage of spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR56,0,None,ncsp,Lülisamba luu- või kõhretuumori täielik ekstsisioon; lülisamba lumbosakraalosa,Complete excision of tumour of bone or cartilage of spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR59,0,None,ncsp,Lülisamba luu- või kõhretuumori täielik ekstsisioon; määratlemata,Complete excision of tumour of bone or cartilage of spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR60,0,None,ncsp,Lülisamba luu- või kõhretuumori laiendatud ekstsisioon; lülisamba tservikaalosa,Extended excision of tumour of bone or cartilage of spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR61,0,None,ncsp,Lülisamba luu- või kõhretuumori laiendatud ekstsisioon; lülisamba tserviko-torakaalosa,Extended excision of tumour of bone or cartilage of spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR62,0,None,ncsp,Lülisamba luu- või kõhretuumori laiendatud ekstsisioon; lülisamba torakaalosa,Extended excision of tumour of bone or cartilage of spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR63,0,None,ncsp,Lülisamba luu- või kõhretuumori laiendatud ekstsisioon; lülisamba torakolumbaalosa,Extended excision of tumour of bone or cartilage of spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR64,0,None,ncsp,Lülisamba luu- või kõhretuumori laiendatud ekstsisioon; lülisamba lumbaalosa,Extended excision of tumour of bone or cartilage of spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
